Año,Autoridad Portuaria,Graneles Líquidos,Graneles Sólidos,Mercancía General,Pesca Fresca,Avitua- llamiento,Tráfico Local,TOTAL TRAFICO,TEUS,Buques
1984,Castellón,6039725,217029,843509,10252,78676,0,7189191,8744,923
1984,Ceuta ,1664888,20781,515831,1383,1281602,0,3484485,1767,9313
1984,Ferrol-S. Cibrao  ,32440,950476,233649,1201,50273,361,1268400,27,483
1984,Gijón,1245588,9141548,522047,3275,100232,2878,11015568,1606,1108
1984,Huelva,4816471,4201487,464922,33802,86615,95,9603392,62,1609
1984,Las Palmas,2344017,460328,2282708,311800,1924859,0,7323712,98794,9228
1984,Málaga,5625470,497546,539018,11544,90742,0,6764320,3955,1361
1984,Marín y Ría de Pontevedra,17694,186572,148198,13424,62843,0,428731,24,371
1984,Melilla,33909,44220,256703,2949,39643,0,377424,2338,833
1984,Pasaia,950396,697287,2762572,24110,108321,2159,4544845,3731,1684
1984,Santa Cruz de Tenerife,9770117,581996,1767858,70893,1274766,0,13465630,90344,7232
1984,Santander,994790,1689635,671208,7203,108248,0,3471084,1516,1245
1984,Sevilla,746414,1017301,1516197,4851,37266,19525,3341554,18324,1285
1984,Tarragona,16041997,4509056,745526,8970,162552,0,21468101,13946,2467
1984,Valencia,1587157,3231817,3813529,2627,181157,0,8816287,282508,3816
1984,Vigo,711250,502334,824030,173743,301870,130781,2644008,31309,1523
1984,Vilagarcía,33250,190012,119547,33270,11561,13338,400978,0,745
1983,A Coruña,5926483,1519039,400701,97637,377367,0,8321227,65,2417
1983,Alicante,775755,1220823,700061,9887,46469,0,2752995,60131,1557
1983,Almería-Motril,244364,4389337,108550,15043,70945,0,4828239,0,923
1983,Avilés,339774,2966868,1473722,13835,62909,0,4857108,0,1236
1983,Bahía de Algeciras,12943944,218129,3712593,38839,375641,644623,17933769,290348,8248
1983,Bahía de Cádiz,2580079,486026,1279249,44355,425564,0,4815273,89566,1994
1983,Baleares,642912,234404,1921095,2225,379092,0,3179728,79733,3390
1983,Barcelona,5789896,8562371,5145163,10634,418271,0,19926335,242113,6971
1983,Bilbao,13487549,5845417,3628403,341,711060,2074900,25747670,127106,3859
1983,C.A.G.P,1304838,8592991,3697785,163216,205468,13490,13977788,85806,10725
1983,Cartagena,9905064,1865120,515729,2115,131691,22713,12442432,12750,1725
1983,Castellón,5564440,205959,1114416,10662,59167,0,6954644,11979,969
1983,Ceuta ,3671652,25981,531285,1440,1150414,0,5380772,585,9400
1983,Ferrol-S. Cibrao  ,46819,627234,291182,1196,43763,6347,1016541,0,503
1983,Gijón,1362215,8242745,590507,2207,102969,446,10301089,2051,1199
1983,Huelva,4976430,3989292,578375,34522,107684,0,9686303,153,1610
1983,Las Palmas,2311304,485690,2184908,282003,1675258,0,6939163,79910,9242
1983,Málaga,5836440,625779,539453,18230,97992,0,7117894,4433,1579
1983,Marín y Ría de Pontevedra,3185,248761,151043,35946,65074,12160,516169,473,286
1983,Melilla,31630,32833,239176,2824,39576,0,346039,2446,1054
1983,Pasaia,1114603,969232,2910239,21994,139429,9760,5165257,2089,1956
1983,Santa Cruz de Tenerife,11411951,632860,1795535,72751,1487657,0,15400754,101879,7501
1983,Santander,1064587,1743007,750659,7262,106956,0,3672471,4139,1294
1983,Sevilla,738408,1474623,1335839,6344,40672,19870,3615756,21985,1334
1983,Tarragona,18585486,5885480,709888,10416,144108,17566,25352944,11356,2477
1983,Valencia,1659517,3469212,3164233,3252,176008,0,8472222,200627,3819
1983,Vigo,710194,513666,746982,142695,273445,108899,2495881,26242,1765
1983,Vilagarcía,35304,189063,138978,23936,10610,495690,893581,0,1646
1982,A Coruña,5204920,1409668,293766,110983,393749,0,7413086,260,1942
1982,Alicante,841329,1130412,724076,10618,50755,0,2757190,60797,1644
1982,Almería-Motril,292472,4015747,228856,15977,54952,0,4608004,0,882
1982,Avilés,375079,2701091,1303752,13635,68031,0,4461588,0,1280
1982,Bahía de Algeciras,14440479,143709,3760190,50715,379280,476779,19251152,285643,8111
1982,Bahía de Cádiz,609705,351423,836736,29216,282878,0,2109958,52048,1458
1982,Baleares,759304,211538,1704829,2010,451824,0,3129505,73952,3466
1982,Barcelona,5500804,7754825,4774970,12404,367731,0,18410734,212701,6965
1982,Bilbao,11504975,5750192,4089117,241,613055,2045534,24003114,113813,4027
1982,C.A.G.P,1227033,7942891,4172210,336842,466701,223526,14369203,74490,19153
1982,Cartagena,12406631,1917268,330551,1825,136782,15726,14808783,11116,1890
1982,Castellón,5369931,180109,1019314,12235,54449,0,6636038,10346,973
1982,Ceuta ,2618924,22861,486732,1573,923074,0,4053164,707,9253
1982,Ferrol-S. Cibrao  ,81404,486049,203933,1891,48492,5772,827541,0,496
1982,Gijón,1360543,9476781,667676,3451,105261,675,11614387,737,1255
1982,Huelva,5088094,3749892,474951,35879,110028,1238,9460082,315,1498
1982,Las Palmas,1653979,365293,2233609,353446,1803270,0,6409597,86923,9247
1982,Málaga,5396391,688462,654078,12451,118480,0,6869862,784,1597
1982,Marín y Ría de Pontevedra,0,313480,150495,19743,63969,16458,564145,0,269
1982,Melilla,38750,26635,254355,4291,47287,0,371318,2057,1093
1982,Pasaia,1177915,1251503,2809747,22551,132539,54852,5449107,1822,1860
1982,Puerto Sta. María,42914,249488,306601,10054,94602,0,703659,8540,337
1982,Santa Cruz de Tenerife,9768226,577186,1624686,75073,1189152,0,13234323,84931,7775
1982,Santander,1021352,1937463,560505,6674,103465,0,3629459,3925,1252
1982,Sevilla,837046,1295480,1232405,6192,49327,19488,3439938,14946,1364
1982,Tarragona,12547327,5671913,545125,9927,141727,25827,18941846,8638,2325
1982,Valencia,1677361,3479274,3097120,2872,194421,0,8451048,188437,3910
1982,Vigo,700200,684332,679832,169690,275808,113565,2623427,17330,1834
1982,Vilagarcía,44620,233888,125174,19803,8917,578087,1010489,0,2108
1981,A Coruña,6516418,1244941,423672,111760,376676,0,8673467,336,2121
1981,Alicante,834230,302360,1482920,10930,45047,0,2675487,61618,1719
1981,Almería-Motril,359612,4018445,115853,11554,57707,0,4563171,0,914
1981,Avilés,359769,2573883,1706808,13813,68015,0,4722288,0,1457
1981,Bahía de Algeciras,15986890,134582,3364549,43552,410808,531519,20471900,287553,9145
1981,Bahía de Cádiz,85217,326917,770441,29991,263359,0,1475925,41160,1407
1981,Baleares,850021,192908,1572563,2104,387626,0,3005222,77934,3661
1981,Barcelona,5973328,7297366,4459814,14668,400045,0,18145221,207748,7043
1981,Bilbao,10582283,5411096,3990216,561,593091,2050316,22627563,103308,4136
1981,C.A.G.P,1230605,8442000,4012299,374981,470822,236943,14767650,77656,20233
1981,Cartagena,11068150,1466411,412450,1477,213956,121683,13284127,12263,2179
1981,Castellón,5232554,184116,651156,8553,62910,0,6139289,8382,801
1981,Ceuta ,2847824,26767,466671,1266,610498,0,3953026,708,9468
1981,Ferrol-S. Cibrao  ,105530,327105,321063,1618,76387,7605,839308,0,704
1981,Gijón,1555806,10098283,732958,3221,118602,6610,12515480,514,1345
1981,Huelva,5975321,4347563,476956,36207,102510,0,10938557,34,1701
1981,Las Palmas,1726896,324548,2299463,323274,2017817,0,6691998,60128,9413
1981,Málaga,6096189,680203,822188,14036,124572,0,7737188,886,1709
1981,Marín y Ría de Pontevedra,3366,163426,205555,9415,69275,14980,466017,0,276
1981,Melilla,29557,31255,233710,5007,37780,0,337309,1558,1128
1981,Pasaia,1322062,1187384,2366261,22293,133441,91184,5122625,2643,1979
1981,Puerto Sta. María,79836,244133,267667,10770,98017,0,700423,9010,332
1981,San Esteban de Pravia,0,0,31270,31,4019,0,35320,0,16
1981,Santa Cruz de Tenerife,10872670,575466,1649870,69829,1249535,0,14417370,70218,7574
1981,Santander,1163763,2103002,746767,7759,108658,0,4129949,4079,1540
1981,Sevilla,872308,1500454,1022929,4133,35708,19488,3455020,16310,1321
1981,Tarragona,13224587,6167817,716625,9992,202008,8457,20329486,10251,2308
1981,Valencia,1676677,3253981,3319125,2452,190311,0,8442546,178017,3899
1981,Vigo,718462,427930,588963,193706,320034,140176,2389271,19579,1696
1981,Vilagarcía,43158,292867,148897,18429,11071,644631,1159053,0,2232
1980,A Coruña,6550902,1253881,909862,108952,474608,0,9298205,1177,2439
1980,Alicante,888694,174402,1450304,8964,29812,0,2552176,58222,1753
1980,Almería-Motril,417893,3970393,141507,9799,50403,0,4589995,0,829
1980,Avilés,355434,3286032,1419203,11045,70752,0,5142466,0,1542
1980,Bahía de Algeciras,18704239,128812,2979744,40360,454607,646512,22954274,240488,9207
1980,Bahía de Cádiz,100845,208281,742888,26467,206750,0,1285231,44631,1449
1980,Baleares,846351,201957,1616063,2229,427117,0,3093717,93965,4142
1980,Barcelona,6134766,5918024,4311626,19998,454493,0,16838907,186470,7518
1980,Bilbao,13124191,5084145,3603993,871,666873,1753951,24234024,89999,4111
1980,C.A.G.P,2665090,8585880,4366853,377267,535946,242773,16773809,88255,21790
1980,Cartagena,11672887,1381971,405996,1094,281502,23767,13767217,8912,2313
1980,Castellón,4579060,201868,662543,7617,57781,0,5508869,12648,857
1980,Ceuta ,1258112,39012,536521,1578,668820,0,2504043,840,9266
1980,Ferrol-S. Cibrao  ,130436,451214,224164,1925,49413,7154,864306,0,532
1980,Gijón,1965820,9663842,758303,2901,165815,1740,12558421,491,1846
1980,Huelva,5244678,4249660,390716,40536,152306,0,10077896,751,1792
1980,Las Palmas,1415199,376514,2329786,256733,1615087,0,5993319,64224,8894
1980,Málaga,6588975,712887,717141,13758,137972,0,8170733,4018,1820
1980,Marín y Ría de Pontevedra,1650,197033,210747,9233,73015,19012,510690,0,240
1980,Melilla,40516,75331,207926,3970,30923,0,358666,856,1159
1980,Pasaia,1393020,1015691,2536571,37184,180934,69848,5233248,4065,2089
1980,Puerto Sta. María,59680,204828,247752,10921,90505,0,613686,9526,283
1980,San Esteban de Pravia,0,0,22221,36,3664,0,25921,0,13
1980,Santa Cruz de Tenerife,10589669,535263,1778545,109854,1566724,0,14580055,80426,7545
1980,Santander,1630837,1914724,754924,9033,100468,0,4409986,2665,1831
1980,Sevilla,1033577,1414304,881037,8793,57127,19488,3414326,22505,1393
1980,Tarragona,14076471,4522829,859139,11136,339237,23318,19832130,5021,2403
1980,Valencia,2073846,2913048,2834002,3590,179538,0,8004024,117916,4317
1980,Vigo,789089,418300,658271,178702,358273,142133,2544768,19299,1845
1980,Vilagarcía,42443,294891,166200,10493,11621,727428,1253076,0,2264
1979,A Coruña,5876609,1168093,374527,112840,480236,0,8012305,1204,2020
1979,Alicante,975138,179864,1328700,10316,39280,0,2533298,61319,1944
1979,Almería-Motril,381000,3887521,285116,11645,56253,0,4621535,0,906
1979,Avilés,447546,3359515,1615441,10122,74987,0,5507611,4,1704
1979,Bahía de Algeciras,15145700,113483,2833889,40551,483891,728238,19345752,234863,9257
1979,Bahía de Cádiz,149462,161680,690941,30691,215182,20362,1268318,33750,1701
1979,Baleares,931676,295894,1600598,2723,395852,0,3226743,79317,4471
1979,Barcelona,5983677,4994174,4847572,18375,472794,1764702,18081294,176581,7794
1979,Bilbao,14986792,4838680,4053307,991,589744,0,24469514,87869,4612
1979,C.A.G.P,2465960,4677564,2879954,375552,509289,207805,11116124,79721,17846
1979,Cartagena,12379998,1263648,571493,1344,314423,1974,14532880,11089,2448
1979,Castellón,3925074,141346,846705,7710,101736,0,5022571,16003,893
1979,Ceuta ,663026,28011,509650,2058,710823,5743,1919311,1729,8828
1979,Ferrol-S. Cibrao  ,129640,536164,122529,2296,43235,981,834845,0,580
1979,Gijón,1965288,9542211,804795,2946,194624,0,12509864,479,1710
1979,Huelva,5706551,4266643,322186,38167,151736,0,10485283,0,1719
1979,Las Palmas,1225419,432166,2245223,271068,1509231,0,5683107,62387,8690
1979,Málaga,7011559,618559,646536,14677,104216,0,8395547,3798,1890
1979,Marín y Ría de Pontevedra,3114,225616,180324,9602,69257,27144,515057,0,246
1979,Melilla,43540,92063,261636,5955,33031,0,436225,350,1272
1979,Pasaia,1466433,1091997,2053197,39608,199105,1956,4852296,3018,1692
1979,Puerto Sta. María,28896,134066,294984,10061,95059,0,563066,9632,291
1979,San Esteban de Pravia,0,643,57338,44,3676,0,61701,0,3
1979,Santa Cruz de Tenerife,9470625,689589,1949775,81016,1654520,0,13845525,73869,7542
1979,Santander,1777540,1909290,798164,9584,119853,0,4614431,3031,1948
1979,Sevilla,1166422,1327945,779428,6275,69422,19488,3368980,21556,1377
1979,Tarragona,12346644,3391638,926907,11081,361921,37043,17075234,758,1879
1979,Valencia,2066680,2267844,2529750,2516,125338,0,6992128,97324,3886
1979,Vigo,743464,378297,552969,175983,346563,146507,2343783,22374,1991
1979,Vilagarcía,35378,300644,121154,20498,9027,737557,1224258,0,2248
1978,A Coruña,6025832,994891,210045,115913,447693,0,7794374,1330,1938
1978,Alicante,974700,198240,1262413,11129,65169,0,2511651,56586,1816
1978,Almería-Motril,414416,3511718,366006,8762,45980,0,4346882,0,857
1978,Avilés,393591,3258257,1919423,11565,67085,0,5649921,0,2034
1978,Bahía de Algeciras,11153017,82408,2101365,51249,326790,427574,14142403,149702,8695
1978,Bahía de Cádiz,124919,116701,661359,25792,164286,0,1093057,34385,1895
1978,Baleares,880351,226183,1584835,2332,445793,0,3139494,70766,4302
1978,Barcelona,5457655,4376320,5029693,16059,472006,0,15351733,172927,7996
1978,Bilbao,9659720,4466883,3866847,1746,635598,1822939,20453733,83841,4980
1978,C.A.G.P,2487675,3681336,3187210,376557,478311,167372,10378461,81812,18250
1978,Cartagena,10371019,1050576,526935,1199,263146,22452,12235327,12136,2195
1978,Castellón,4586139,179195,787465,6361,67762,0,5626922,15351,977
1978,Ceuta ,808483,39058,497457,2616,833909,0,2181523,1104,9639
1978,Ferrol-S. Cibrao  ,109446,521192,89172,1678,48637,817,770942,0,541
1978,Gijón,1775882,8916041,814919,2738,180082,88,11689750,121,1827
1978,Huelva,6228458,4490160,536781,51615,173879,6033,11486926,43,1974
1978,Las Palmas,1423087,323673,2245407,302285,1678406,0,5972858,64184,9378
1978,Málaga,6212153,719070,467548,16328,116753,0,7531852,3409,1875
1978,Marín y Ría de Pontevedra,4500,216599,157244,10228,64687,34964,488222,0,261
1978,Melilla,41368,89033,368044,8788,32806,0,540039,257,1250
1978,Pasaia,1323331,820282,1825520,53541,211029,1915,4235618,2688,1706
1978,Puerto Sta. María,2611,210001,383612,9356,87156,0,692736,20413,450
1978,San Esteban de Pravia,0,3260,30803,100,706,0,34869,0,43
1978,Santa Cruz de Tenerife,11718580,671491,1780367,102488,1573817,0,15846743,83292,7747
1978,Santander,1851952,1620550,801453,12948,104293,0,4391196,1095,1861
1978,Sevilla,1213936,1302319,799466,10964,60845,19488,3407018,19462,1383
1978,Tarragona,13238564,3219388,1079566,11884,358603,19738,17927743,2486,2211
1978,Valencia,2014282,2521329,2397572,1981,110000,0,7045164,81224,4216
1978,Vigo,775653,385749,502201,183188,304160,127481,2278432,17218,2025
1978,Vilagarcía,38635,230398,122427,11313,7796,695606,1106175,0,2245
1977,A Coruña,6562244,913101,150715,112589,462315,0,8200964,194,1416
1977,Alicante,880345,207208,1150107,10343,34736,0,2282739,53607,1948
1977,Almería-Motril,394322,2938732,251227,8864,45739,0,3638884,0,827
1977,Avilés,521644,3377462,1855245,11178,71077,0,5836606,0,2345
1977,Bahía de Algeciras,10347673,80278,1697825,57217,219890,274502,12677385,126821,7409
1977,Bahía de Cádiz,110163,191447,787767,32380,194759,0,1316516,63668,2067
1977,Baleares,985712,236869,1501230,2629,370372,0,3096812,91890,4742
1977,Barcelona,5346855,4087425,5669957,16499,479249,0,15599985,146150,8905
1977,Bilbao,9635686,4863078,3991410,2007,651364,1966927,21110472,81165,5401
1977,C.A.G.P,744587,3134197,2878873,431345,451007,152780,7792789,52381,19082
1977,Cartagena,11963610,1243745,433952,1628,276944,19153,13939032,12034,2246
1977,Castellón,4737095,206964,823315,7171,83090,0,5857635,14848,1056
1977,Ceuta ,571341,44759,440279,3083,683651,0,1743113,1165,9242
1977,Ferrol-S. Cibrao  ,151902,583779,116357,1404,46432,14837,914711,0,665
1977,Gijón,1758473,9189893,975254,2722,157985,0,12084327,31,2343
1977,Huelva,6466845,4688731,497428,45624,176819,3516,11878963,801,2076
1977,Las Palmas,1517811,359770,2191207,209443,1656166,0,5934397,61196,9987
1977,Málaga,6036900,603891,518319,11994,95020,0,7266124,3284,1803
1977,Marín y Ría de Pontevedra,1430,251198,126996,11119,68923,51519,511185,0,245
1977,Melilla,44869,476312,403751,7679,36832,0,969443,409,1223
1977,Pasaia,1377977,1049986,1660174,57646,207858,3962,4357603,3113,1850
1977,Puerto Sta. María,0,99018,518271,40,52922,0,670251,26941,479
1977,San Esteban de Pravia,0,22590,30331,9208,919,0,63048,0,64
1977,Santa Cruz de Tenerife,11984364,653563,1748949,81509,1581903,0,16050288,62712,8082
1977,Santander,1864865,1729722,888821,12631,122572,0,4618611,814,2433
1977,Sevilla,1152902,1203547,896025,10145,72793,19488,3354900,13117,1416
1977,Tarragona,12169092,2914638,989521,11357,268582,1982,16355172,1186,2272
1977,Valencia,1977980,2147339,2469482,3031,101618,0,6699450,75059,4359
1977,Vigo,684696,476011,523991,174036,311528,140943,2311205,22295,2405
1977,Vilagarcía,39881,277903,149930,17623,8109,639398,1132844,0,2348
1976,A Coruña,6291302,939374,141002,110374,461583,0,7943635,30,1203
1976,Alicante,846427,267253,819375,9554,35189,0,1977798,53009,1957
1976,Almería-Motril,417846,2363837,80966,11826,53589,0,2928064,0,882
1976,Avilés,474069,2884745,1686790,10934,92291,0,5148829,0,2439
1976,Bahía de Algeciras,11609630,78161,1147663,57829,140474,228504,13262261,71313,6469
1976,Bahía de Cádiz,70271,241737,522977,37772,158104,0,1030861,45926,1868
1976,Baleares,914140,150304,1208280,2423,442770,0,2717917,57967,5075
1976,Barcelona,5388384,3243753,4766558,14544,403172,0,13816411,138182,9011
1976,Bilbao,9725114,5634676,4546700,1788,617323,1000226,21525827,72399,5654
1976,C.A.G.P,684301,2800817,2237182,383254,446922,152517,6704993,46802,21422
1976,Cartagena,12322977,898234,387389,1508,180645,26499,13817252,11500,2179
1976,Castellón,5484564,235702,786876,8197,66491,0,6581830,14654,1056
1976,Ceuta ,536158,27192,323454,3217,657919,0,1547940,643,8394
1976,Ferrol-S. Cibrao  ,127894,582893,174951,1444,41205,19200,947587,71,857
1976,Gijón,1984854,9914356,1291909,4773,193287,474,13389653,497,2634
1976,Huelva,6058348,3891909,378907,54354,163483,0,10547001,2538,1854
1976,Las Palmas,1386710,322264,1758039,199816,1676791,0,5343620,44222,8654
1976,Málaga,6672295,530184,413538,19914,101781,0,7737712,3606,1833
1976,Marín y Ría de Pontevedra,5295,235898,99973,10536,79977,102594,534273,0,270
1976,Melilla,34173,370252,263257,6706,38881,0,713269,571,1155
1976,Pasaia,1608245,601414,1565518,69998,241025,2070,4088270,2791,1795
1976,Puerto Sta. María,0,50592,384421,6911,47986,0,489910,20275,439
1976,San Esteban de Pravia,0,36918,54875,95,1129,0,93017,0,83
1976,Santa Cruz de Tenerife,10845999,641471,1583353,51266,1559074,0,14681163,56320,7909
1976,Santander,1846875,1860182,804001,14646,142249,0,4667953,1058,2485
1976,Sevilla,1289384,1167764,632861,13661,67586,19488,3190744,12781,1463
1976,Tarragona,12148455,2809740,912425,11418,235237,0,16117275,2576,2668
1976,Valencia,2046590,1893936,2186959,3627,97136,0,6228248,63593,4785
1976,Vigo,619861,723269,432448,184648,285514,143878,2389618,18440,2467
1976,Vilagarcía,34887,282981,124066,13610,4905,576723,1037172,0,2363
1975,A Coruña,6312104,974752,109527,108722,413922,0,7919027,61,1202
1975,Alicante,802772,224198,934626,10091,37574,0,2009261,38402,2185
1975,Almería-Motril,311242,2298901,68677,8007,51158,0,2737985,0,701
1975,Avilés,439529,3199471,2093670,9831,98100,0,5840601,0,2731
1975,Bahía de Algeciras,10316940,62249,672329,52714,126772,190530,11421534,19495,5507
1975,Bahía de Cádiz,76693,146609,565412,45108,171183,0,1005005,30745,1687
1975,Baleares,873816,154441,1083780,2146,389918,0,2504101,32552,4835
1975,Barcelona,4696633,2882571,4071718,14190,420085,0,12085197,63921,9110
1975,Bilbao,9184337,5393857,4105529,2105,506432,1547649,20739909,52518,6251
1975,C.A.G.P,693161,2381195,1817509,312835,426292,144972,5775964,28196,20867
1975,Cartagena,13086647,1014699,253634,1107,269401,18933,14644421,6735,2302
1975,Castellón,5232506,174381,373299,7933,81264,0,5869383,12311,939
1975,Ceuta ,575138,64250,270743,1848,620298,0,1532277,26,7297
1975,Ferrol-S. Cibrao  ,139216,534164,265539,1936,59839,9216,1009910,1,837
1975,Gijón,1835466,9328678,1144834,4931,238206,1286,12553401,2040,2786
1975,Huelva,6149297,4317412,297470,54551,167736,86174,11072640,0,2006
1975,Las Palmas,1768404,258837,1743329,181029,2047738,0,5999337,41744,9407
1975,Málaga,6285184,588342,550743,12080,109480,0,7545829,167,1914
1975,Marín y Ría de Pontevedra,14069,194645,105524,10230,77230,213110,614808,0,298
1975,Melilla,37999,319137,155671,5164,35251,0,553222,0,1062
1975,Pasaia,1441699,514328,1297610,65155,242851,3439,3565082,2156,1815
1975,Puerto Sta. María,0,5534,256677,7656,42885,0,312752,10483,371
1975,San Esteban de Pravia,0,59429,31702,82,1315,0,92528,0,143
1975,Santa Cruz de Tenerife,10453674,557106,1476461,42751,1281186,0,13811178,37645,7746
1975,Santander,1632087,2079399,747759,13689,161389,0,4634323,404,2524
1975,Sevilla,1188570,1472864,754991,13304,80450,19488,3529667,3929,1621
1975,Tarragona,4499086,2870453,739343,14558,175272,0,8298712,12576,2590
1975,Valencia,1643266,2121322,1231300,4234,102805,0,5102927,28883,4567
1975,Vigo,713177,771807,362891,184612,281944,140394,2454825,9535,2202
1975,Vilagarcía,37868,242994,87688,6056,4637,503306,882549,0,2276
1974,A Coruña,7262693,925063,124809,99253,469073,355,8881246,4,1437
1974,Alicante,826634,290413,899545,8524,37178,0,2062294,39897,2192
1974,Almería-Motril,346281,2988489,102018,8592,53210,0,3498590,0,821
1974,Avilés,437757,3588447,2430917,8674,92289,0,6558084,0,3066
1974,Bahía de Algeciras,11206989,69274,439098,56955,112467,197023,12081806,0,6105
1974,Bahía de Cádiz,60892,124610,638165,44178,180112,0,1047957,39653,1783
1974,Baleares,834983,315019,1087055,1853,338850,0,2577760,7355,5243
1974,Barcelona,5288905,2672399,3880758,11174,374017,0,12227253,45694,8471
1974,Bilbao,9891182,5589181,4039840,1627,501542,1476591,21499963,53483,6393
1974,C.A.G.P,768968,2331024,1783866,310440,436053,172495,5802846,17196,18054
1974,Cartagena,14546803,1065590,323901,1123,281646,31866,16250929,7159,2352
1974,Castellón,6493007,271935,334426,7715,103007,0,7210090,11275,1020
1974,Ceuta ,588466,13426,299402,2801,644801,0,1548896,0,7908
1974,Ferrol-S. Cibrao  ,119221,496925,312261,1852,61457,9425,1001141,0,1012
1974,Gijón,1862716,9312679,836347,5013,117257,52282,12186294,1303,2781
1974,Huelva,6661552,3689901,230911,49090,166965,119459,10917878,0,1949
1974,Las Palmas,2105149,182849,1728898,318647,2425629,0,6761172,36756,9588
1974,Málaga,7121272,619232,360160,16576,110234,0,8227474,9888,2050
1974,Marín y Ría de Pontevedra,25016,295192,164151,8063,77681,209761,779864,0,389
1974,Melilla,38467,561009,152772,5715,33066,0,791029,0,1155
1974,Pasaia,1505237,740204,1684860,65987,237686,3459,4237433,2075,2387
1974,Puerto Sta. María,0,64345,231821,8149,48138,0,352453,0,386
1974,San Esteban de Pravia,0,86005,1514,79,1456,0,89054,11163,298
1974,Santa Cruz de Tenerife,13001971,529363,1332222,39772,1249500,0,16152828,29354,7896
1974,Santander,1703143,1633777,828245,8401,192366,0,4365932,335,2608
1974,Sevilla,1157874,1229913,814902,12982,75362,19488,3310521,2535,1666
1974,Tarragona,3390669,2570223,640717,11022,142280,0,6754911,20324,2366
1974,Valencia,1783518,2178131,1255688,2811,105171,0,5325319,21209,4376
1974,Vigo,742584,950403,387241,178082,283641,153784,2695735,6976,2057
1974,Vilagarcía,39113,163009,119110,8004,7280,417544,754060,0,2343
1973,A Coruña,6364678,708815,130729,110586,378650,535,7693993,0,1490
1973,Alicante,767803,316222,799627,8371,41776,0,1933799,15397,2200
1973,Almería-Motril,357146,2167939,113242,8677,59366,0,2706370,0,825
1973,Avilés,420080,3848507,2093693,10684,105205,0,6478169,54,3260
1973,Bahía de Algeciras,9705336,21130,414201,49356,311339,196281,10697643,0,5652
1973,Bahía de Cádiz,0,122512,541215,42595,144943,0,851265,36183,1893
1973,Baleares,864501,435595,1126220,1732,381943,0,2809991,8249,5492
1973,Barcelona,5085023,2635394,3671132,10102,400869,0,11802520,35503,8857
1973,Bilbao,9563194,5475667,3681139,1913,516289,1491981,20730183,49229,7174
1973,C.A.G.P,727390,1976827,2201210,297809,424254,115891,5743381,3706,18474
1973,Cartagena,15184670,924035,406799,1306,277338,27112,16821260,7512,2560
1973,Castellón,6102598,208926,368904,6016,121426,0,6807870,9908,970
1973,Ceuta ,742054,9240,289385,1927,789041,0,1831647,0,8443
1973,Ferrol-S. Cibrao  ,84037,391569,219929,2366,45562,8384,751847,0,936
1973,Gijón,1465240,8022554,1066145,4999,123066,47932,10729936,1606,2795
1973,Huelva,5823584,3117905,135266,44654,162326,436051,9719786,0,1794
1973,Las Palmas,2420291,199901,2002875,140826,2650729,0,7414622,29841,9882
1973,Málaga,6064227,499673,287612,18941,140699,0,7011152,262,2130
1973,Marín y Ría de Pontevedra,22828,226818,170810,9931,87637,221007,739031,0,411
1973,Melilla,47351,501584,147144,7104,44520,0,747703,0,1155
1973,Pasaia,1306634,841912,1639188,71581,233328,3233,4095876,2257,2484
1973,Puerto Sta. María,0,56908,194874,8901,44982,0,305665,9458,456
1973,San Esteban de Pravia,0,139093,187,173,2256,0,141709,0,342
1973,Santa Cruz de Tenerife,12120213,252413,1760649,23202,1459413,0,15615890,22610,8052
1973,Santander,1619923,1296926,675006,12161,167781,0,3771797,703,2508
1973,Sevilla,1309342,1148304,725060,14224,83720,19488,3300138,1314,1655
1973,Tarragona,3104661,2119965,789436,8289,103350,0,6125701,16367,2585
1973,Valencia,1576955,2151018,1368968,2646,95055,0,5194642,19004,4839
1973,Vigo,703478,836377,285268,183828,288462,214280,2511693,1763,2112
1973,Vilagarcía,34437,89789,105606,9831,8028,397722,645413,0,2260
1972,A Coruña,6914215,681952,140761,96332,419815,0,8253075,0,1577
1972,Alicante,606378,243170,581856,7916,41116,0,1480436,0,2203
1972,Almería-Motril,342479,2418151,97098,7031,51076,0,2915835,0,872
1972,Avilés,317444,4200600,2184135,10521,159908,0,6872608,0,3204
1972,Bahía de Algeciras,8792524,10189,387129,55862,90343,88456,9424503,0,4654
1972,Bahía de Cádiz,0,144239,270437,32533,153852,0,601061,0,2012
1972,Baleares,801525,401003,744959,1620,359582,0,2308689,0,5819
1972,Barcelona,4415826,2419623,3060267,8514,332106,0,10236336,0,9235
1972,Bilbao,4652629,5854368,2809634,2179,303167,1520472,15142449,0,7145
1972,C.A.G.P,632711,1603872,2185205,290593,372561,107068,5192010,0,20175
1972,Cartagena,15435756,840830,283927,1772,272088,25506,16859879,0,2535
1972,Castellón,6301045,184436,294039,6740,134689,68554,6989503,0,947
1972,Ceuta ,567816,8799,255315,2068,660431,0,1494429,0,7008
1972,Ferrol-S. Cibrao  ,88985,364643,158017,5403,53550,12908,683506,0,855
1972,Gijón,1154393,6127755,788865,4973,144425,8886,8229297,0,2749
1972,Huelva,6021640,2897160,117355,40206,152472,367096,9595929,0,1783
1972,Las Palmas,2301523,156132,1952010,274829,2564138,560,7249192,0,9601
1972,Málaga,4040544,310634,304555,14879,124610,0,4795222,0,2179
